log_id,aircraft_id,technician_id,maintenance_type,status,cost_usd,duration_hours,log_date,parts_replaced,notes
LOG-16627,AC-0104,TECH-0049,Hydraulic System Repair,pending,17554,5.1,2021-12-30,2,All systems nominal post-maintenance
LOG-16628,AC-0044,TECH-0036,Software Update,complete,1607,15.3,2021-12-30,4,
LOG-16629,AC-0023,TECH-0029,Tire & Brake Replacement,in_progress,2812,29.8,2021-12-30,8,
LOG-16630,AC-0047,TECH-0132,Structural Inspection,pending,9442,3.2,2021-12-30,8,Routine check completed successfully
LOG-16631,AC-0013,TECH-0168,Software Update,complete,2783,12.2,2021-12-30,1,Scheduled maintenance — no anomalies
LOG-16632,AC-0144,TECH-0169,Engine Inspection,in_progress,13133,22.0,2021-12-30,6,Scheduled maintenance — no anomalies
LOG-16633,AC-0095,TECH-0150,Software Update,complete,2431,8.0,2021-12-30,1,All systems nominal post-maintenance
LOG-16634,AC-0016,TECH-0132,Software Update,pending,1838,16.2,2021-12-30,6,Scheduled maintenance — no anomalies
LOG-16635,AC-0119,TECH-0121,Structural Inspection,in_progress,7637,16.3,2021-12-30,4,Part ordered — awaiting delivery
LOG-16636,AC-0117,TECH-0023,Structural Inspection,in_progress,6321,29.4,2021-12-30,7,Follow-up inspection required within 30 days
LOG-16637,AC-0010,TECH-0102,Tire & Brake Replacement,complete,2377,1.6,2021-12-31,0,Follow-up inspection required within 30 days
LOG-16638,AC-0122,TECH-0132,Landing Gear Service,complete,4709,13.1,2021-12-31,2,Part ordered — awaiting delivery
LOG-16639,AC-0038,TECH-0196,Structural Inspection,complete,4576,2.7,2021-12-31,10,Issue found during inspection — escalated
LOG-16640,AC-0044,TECH-0018,Structural Inspection,complete,2666,14.6,2021-12-31,8,Replaced worn components — within tolerance
LOG-16641,AC-0095,TECH-0001,Landing Gear Service,complete,5401,7.0,2021-12-31,1,Follow-up inspection required within 30 days
LOG-16642,AC-0074,TECH-0032,Structural Inspection,complete,5620,9.0,2021-12-31,7,Issue found during inspection — escalated
LOG-16643,AC-0113,TECH-0149,Engine Inspection,in_progress,16439,7.9,2021-12-31,4,Follow-up inspection required within 30 days
LOG-16644,AC-0051,TECH-0166,Tire & Brake Replacement,complete,4339,9.2,2021-12-31,0,Routine check completed successfully
LOG-16645,AC-0052,TECH-0154,Tire & Brake Replacement,complete,1079,13.9,2021-12-31,2,
LOG-16646,AC-0092,TECH-0041,Landing Gear Service,in_progress,3519,19.2,2021-12-31,11,Scheduled maintenance — no anomalies
LOG-16647,AC-0059,TECH-0177,Software Update,failed,1234,34.6,2021-12-31,10,All systems nominal post-maintenance
LOG-16648,AC-0013,TECH-0085,Fuel System Check,in_progress,1727,14.6,2021-12-31,10,Part ordered — awaiting delivery
LOG-16649,AC-0012,TECH-0093,Hydraulic System Repair,complete,4252,4.7,2021-12-31,9,
LOG-16650,AC-0050,TECH-0117,Structural Inspection,complete,5855,12.9,2021-12-31,2,Part ordered — awaiting delivery
LOG-16651,AC-0057,TECH-0169,Tire & Brake Replacement,complete,3127,6.7,2021-12-31,1,Follow-up inspection required within 30 days
LOG-16652,AC-0119,TECH-0096,Software Update,complete,1123,7.2,2021-12-31,4,All systems nominal post-maintenance
LOG-16653,AC-0057,TECH-0059,Software Update,complete,2862,10.1,2021-12-31,8,Follow-up inspection required within 30 days
LOG-16654,AC-0008,TECH-0132,Engine Inspection,complete,19964,13.3,2021-12-31,9,Emergency repair required — grounded aircraft
LOG-16655,AC-0106,TECH-0141,Software Update,complete,694,12.8,2021-12-31,7,Follow-up inspection required within 30 days
LOG-16656,AC-0137,TECH-0061,Avionics Check,complete,14558,6.6,2021-12-31,0,All systems nominal post-maintenance
LOG-16657,AC-0120,TECH-0051,Landing Gear Service,complete,8550,11.9,2021-12-31,8,Replaced worn components — within tolerance
LOG-16658,AC-0063,TECH-0163,Landing Gear Service,complete,4326,14.5,2021-12-31,11,Routine check completed successfully
LOG-16659,AC-0072,TECH-0091,Structural Inspection,complete,2705,15.9,2021-12-31,8,Emergency repair required — grounded aircraft
LOG-16660,AC-0131,TECH-0065,Structural Inspection,complete,2934,9.7,2021-12-31,1,Emergency repair required — grounded aircraft
LOG-16661,AC-0013,TECH-0049,Landing Gear Service,complete,7615,8.1,2021-12-31,11,Routine check completed successfully
LOG-16662,AC-0137,TECH-0177,Tire & Brake Replacement,in_progress,2830,8.5,2021-12-31,6,Routine check completed successfully
LOG-16663,AC-0052,TECH-0103,Software Update,complete,2680,15.6,2021-12-31,1,All systems nominal post-maintenance
LOG-16664,AC-0062,TECH-0142,Structural Inspection,in_progress,3240,9.7,2021-12-31,9,Routine check completed successfully
LOG-16665,AC-0119,TECH-0165,Structural Inspection,complete,4053,1.8,2021-12-31,10,
LOG-16666,AC-0109,TECH-0030,Tire & Brake Replacement,complete,4070,12.1,2021-12-31,0,
LOG-16667,AC-0008,TECH-0142,Fuel System Check,complete,3689,12.7,2021-12-31,3,Scheduled maintenance — no anomalies
LOG-16668,AC-0095,TECH-0092,Engine Inspection,complete,18619,15.2,2021-12-31,7,Routine check completed successfully
LOG-16669,AC-0125,TECH-0155,Engine Inspection,in_progress,15021,30.7,2021-12-31,9,Issue found during inspection — escalated
LOG-16670,AC-0053,TECH-0062,Engine Inspection,in_progress,15082,25.9,2021-12-31,0,Scheduled maintenance — no anomalies
LOG-16671,AC-0063,TECH-0003,Tire & Brake Replacement,complete,4908,8.6,2021-12-31,6,All systems nominal post-maintenance
LOG-16672,AC-0095,TECH-0198,Hydraulic System Repair,in_progress,17119,14.1,2021-12-31,0,
LOG-16673,AC-0081,TECH-0039,Landing Gear Service,in_progress,9006,4.3,2021-12-31,2,Scheduled maintenance — no anomalies
LOG-16674,AC-0057,TECH-0019,Landing Gear Service,complete,5359,7.2,2021-12-31,6,Emergency repair required — grounded aircraft
LOG-16675,AC-0147,TECH-0105,Structural Inspection,pending,8322,14.2,2021-12-31,5,
LOG-16676,AC-0067,TECH-0098,Structural Inspection,failed,6401,60.9,2021-12-31,0,Issue found during inspection — escalated
LOG-16677,AC-0046,TECH-0128,Fuel System Check,complete,4339,7.5,2021-12-31,9,All systems nominal post-maintenance
LOG-16678,AC-0094,TECH-0167,Tire & Brake Replacement,pending,3364,18.2,2021-12-31,7,Routine check completed successfully
LOG-16679,AC-0138,TECH-0010,Software Update,failed,587,17.2,2021-12-31,5,
LOG-16680,AC-0113,TECH-0175,Software Update,complete,916,4.0,2021-12-31,3,
LOG-16681,AC-0093,TECH-0128,Landing Gear Service,complete,6557,2.1,2021-12-31,5,
LOG-16682,AC-0146,TECH-0089,Structural Inspection,complete,2497,12.1,2021-12-31,6,Emergency repair required — grounded aircraft
LOG-16683,AC-0140,TECH-0151,Engine Inspection,complete,19863,2.7,2022-01-01,0,Scheduled maintenance — no anomalies
LOG-16684,AC-0049,TECH-0059,Avionics Check,complete,7226,11.7,2022-01-01,0,Emergency repair required — grounded aircraft
LOG-16685,AC-0023,TECH-0083,Hydraulic System Repair,complete,17074,13.1,2022-01-01,5,Routine check completed successfully
LOG-16686,AC-0062,TECH-0102,Engine Inspection,pending,23068,19.9,2022-01-01,9,Emergency repair required — grounded aircraft
LOG-16687,AC-0011,TECH-0148,Engine Inspection,complete,18342,14.9,2022-01-01,11,All systems nominal post-maintenance
LOG-16688,AC-0073,TECH-0173,Structural Inspection,complete,3832,11.0,2022-01-01,6,Emergency repair required — grounded aircraft
LOG-16689,AC-0118,TECH-0044,Fuel System Check,failed,4378,13.5,2022-01-01,1,All systems nominal post-maintenance
LOG-16690,AC-0088,TECH-0018,Hydraulic System Repair,in_progress,6107,6.5,2022-01-01,8,
LOG-16691,AC-0089,TECH-0048,Fuel System Check,failed,3579,44.9,2022-01-01,7,
LOG-16692,AC-0055,TECH-0075,Avionics Check,complete,8063,9.6,2022-01-01,6,Scheduled maintenance — no anomalies
LOG-16693,AC-0009,TECH-0001,Avionics Check,complete,8285,4.9,2022-01-01,4,Emergency repair required — grounded aircraft
LOG-16694,AC-0012,TECH-0160,Fuel System Check,complete,2795,2.6,2022-01-01,3,Scheduled maintenance — no anomalies
LOG-16695,AC-0139,TECH-0097,Tire & Brake Replacement,complete,1958,2.4,2022-01-01,0,
LOG-16696,AC-0113,TECH-0192,Structural Inspection,complete,5952,6.8,2022-01-01,1,
LOG-16697,AC-0008,TECH-0007,Fuel System Check,complete,3074,10.1,2022-01-01,3,Part ordered — awaiting delivery
LOG-16698,AC-0036,TECH-0095,Software Update,complete,1126,1.5,2022-01-01,10,Scheduled maintenance — no anomalies
LOG-16699,AC-0125,TECH-0090,Fuel System Check,complete,2511,9.4,2022-01-01,4,Scheduled maintenance — no anomalies
LOG-16700,AC-0050,TECH-0199,Fuel System Check,complete,5027,8.9,2022-01-01,9,All systems nominal post-maintenance
LOG-16701,AC-0107,TECH-0100,Hydraulic System Repair,complete,5523,14.6,2022-01-01,1,Part ordered — awaiting delivery
LOG-16702,AC-0009,TECH-0174,Fuel System Check,complete,3203,1.5,2022-01-01,7,Issue found during inspection — escalated
LOG-16703,AC-0067,TECH-0152,Engine Inspection,complete,20927,7.6,2022-01-01,0,Emergency repair required — grounded aircraft
LOG-16704,AC-0053,TECH-0069,Software Update,complete,962,8.3,2022-01-01,3,All systems nominal post-maintenance
LOG-16705,AC-0082,TECH-0108,Engine Inspection,in_progress,13820,26.6,2022-01-01,10,
LOG-16706,AC-0110,TECH-0164,Software Update,in_progress,554,7.3,2022-01-01,0,
LOG-16707,AC-0145,TECH-0195,Landing Gear Service,complete,9825,1.6,2022-01-01,7,Emergency repair required — grounded aircraft
LOG-16708,AC-0053,TECH-0050,Engine Inspection,in_progress,21339,29.0,2022-01-01,9,Emergency repair required — grounded aircraft
LOG-16709,AC-0114,TECH-0187,Avionics Check,in_progress,10549,23.9,2022-01-01,0,Replaced worn components — within tolerance
LOG-16710,AC-0063,TECH-0186,Avionics Check,complete,11410,2.6,2022-01-01,3,
LOG-16711,AC-0143,TECH-0046,Fuel System Check,complete,2454,6.6,2022-01-01,1,Part ordered — awaiting delivery
LOG-16712,AC-0019,TECH-0198,Hydraulic System Repair,complete,13359,2.5,2022-01-01,10,Emergency repair required — grounded aircraft
LOG-16713,AC-0124,TECH-0023,Fuel System Check,complete,5284,11.2,2022-01-01,8,Follow-up inspection required within 30 days
LOG-16714,AC-0086,TECH-0012,Engine Inspection,pending,11228,19.1,2022-01-01,9,Emergency repair required — grounded aircraft
LOG-16715,AC-0070,TECH-0156,Engine Inspection,complete,20814,15.2,2022-01-01,1,Part ordered — awaiting delivery
LOG-16716,AC-0047,TECH-0186,Tire & Brake Replacement,complete,3568,3.4,2022-01-01,10,Follow-up inspection required within 30 days
LOG-16717,AC-0108,TECH-0061,Software Update,in_progress,1566,16.4,2022-01-01,10,Scheduled maintenance — no anomalies
LOG-16718,AC-0020,TECH-0183,Engine Inspection,complete,8026,3.4,2022-01-01,6,Scheduled maintenance — no anomalies
LOG-16719,AC-0037,TECH-0034,Avionics Check,complete,13244,12.9,2022-01-01,2,Follow-up inspection required within 30 days
LOG-16720,AC-0130,TECH-0094,Avionics Check,complete,8443,5.6,2022-01-01,7,
LOG-16721,AC-0036,TECH-0101,Structural Inspection,complete,2477,11.0,2022-01-01,11,
LOG-16722,AC-0133,TECH-0018,Tire & Brake Replacement,complete,3948,9.9,2022-01-01,6,Replaced worn components — within tolerance
LOG-16723,AC-0064,TECH-0120,Landing Gear Service,complete,11226,12.7,2022-01-01,4,Issue found during inspection — escalated
LOG-16724,AC-0007,TECH-0163,Engine Inspection,complete,14172,2.6,2022-01-01,8,Issue found during inspection — escalated
LOG-16725,AC-0120,TECH-0176,Structural Inspection,complete,6570,12.2,2022-01-01,8,Scheduled maintenance — no anomalies
LOG-16726,AC-0022,TECH-0037,Software Update,complete,1548,9.3,2022-01-01,1,Replaced worn components — within tolerance
LOG-16727,AC-0046,TECH-0041,Hydraulic System Repair,complete,8345,15.9,2022-01-01,5,
LOG-16728,AC-0110,TECH-0134,Engine Inspection,failed,22383,45.1,2022-01-01,4,Routine check completed successfully
LOG-16729,AC-0046,TECH-0128,Fuel System Check,complete,1853,7.3,2022-01-02,9,
LOG-16730,AC-0028,TECH-0086,Engine Inspection,pending,11610,15.3,2022-01-02,3,
LOG-16731,AC-0087,TECH-0091,Software Update,complete,927,7.5,2022-01-02,9,
LOG-16732,AC-0035,TECH-0039,Structural Inspection,complete,9284,8.2,2022-01-02,0,Part ordered — awaiting delivery
LOG-16733,AC-0129,TECH-0004,Landing Gear Service,complete,10189,15.3,2022-01-02,4,
LOG-16734,AC-0009,TECH-0144,Hydraulic System Repair,in_progress,14517,21.8,2022-01-02,4,Routine check completed successfully
LOG-16735,AC-0009,TECH-0052,Tire & Brake Replacement,complete,4914,3.8,2022-01-02,4,Issue found during inspection — escalated
LOG-16736,AC-0022,TECH-0113,Hydraulic System Repair,complete,6063,5.2,2022-01-02,0,
LOG-16737,AC-0070,TECH-0019,Hydraulic System Repair,complete,10304,4.0,2022-01-02,7,Scheduled maintenance — no anomalies
LOG-16738,AC-0141,TECH-0092,Software Update,complete,2372,14.8,2022-01-02,2,Scheduled maintenance — no anomalies
LOG-16739,AC-0147,TECH-0121,Avionics Check,complete,11915,7.3,2022-01-02,9,Scheduled maintenance — no anomalies
LOG-16740,AC-0065,TECH-0017,Software Update,complete,933,12.6,2022-01-02,9,
LOG-16741,AC-0140,TECH-0173,Landing Gear Service,pending,9710,17.3,2022-01-02,4,
LOG-16742,AC-0043,TECH-0130,Software Update,complete,1614,8.7,2022-01-02,5,
LOG-16743,AC-0017,TECH-0130,Tire & Brake Replacement,complete,4298,9.1,2022-01-02,3,All systems nominal post-maintenance
LOG-16744,AC-0068,TECH-0088,Engine Inspection,complete,10649,7.7,2022-01-02,7,Part ordered — awaiting delivery
LOG-16745,AC-0029,TECH-0055,Landing Gear Service,complete,8930,4.7,2022-01-02,6,
LOG-16746,AC-0135,TECH-0091,Tire & Brake Replacement,complete,1097,4.8,2022-01-02,7,
LOG-16747,AC-0044,TECH-0004,Landing Gear Service,complete,4383,13.7,2022-01-02,7,All systems nominal post-maintenance
LOG-16748,AC-0133,TECH-0123,Software Update,complete,1794,7.2,2022-01-02,2,Routine check completed successfully
LOG-16749,AC-0134,TECH-0100,Tire & Brake Replacement,in_progress,1693,23.3,2022-01-02,9,
LOG-16750,AC-0007,TECH-0140,Landing Gear Service,complete,7813,13.9,2022-01-02,8,Part ordered — awaiting delivery
LOG-16751,AC-0054,TECH-0182,Tire & Brake Replacement,in_progress,3773,7.8,2022-01-02,8,Scheduled maintenance — no anomalies
LOG-16752,AC-0046,TECH-0060,Landing Gear Service,complete,8825,14.9,2022-01-02,8,
LOG-16753,AC-0138,TECH-0029,Landing Gear Service,complete,10099,13.4,2022-01-02,11,Scheduled maintenance — no anomalies
LOG-16754,AC-0004,TECH-0189,Avionics Check,pending,7713,9.0,2022-01-02,0,
LOG-16755,AC-0091,TECH-0046,Structural Inspection,complete,9597,10.6,2022-01-02,5,
LOG-16756,AC-0061,TECH-0097,Landing Gear Service,pending,6788,9.9,2022-01-02,4,All systems nominal post-maintenance
LOG-16757,AC-0111,TECH-0049,Engine Inspection,pending,9618,13.4,2022-01-02,1,
LOG-16758,AC-0037,TECH-0120,Software Update,pending,2330,16.9,2022-01-02,11,Issue found during inspection — escalated
LOG-16759,AC-0003,TECH-0146,Landing Gear Service,pending,8897,10.2,2022-01-02,7,Scheduled maintenance — no anomalies
LOG-16760,AC-0013,TECH-0076,Hydraulic System Repair,complete,9080,4.4,2022-01-02,4,
LOG-16761,AC-0088,TECH-0074,Fuel System Check,failed,3710,48.4,2022-01-02,8,Scheduled maintenance — no anomalies
LOG-16762,AC-0076,TECH-0152,Hydraulic System Repair,complete,15304,14.3,2022-01-02,5,All systems nominal post-maintenance
LOG-16763,AC-0008,TECH-0017,Hydraulic System Repair,in_progress,14324,21.7,2022-01-02,2,Issue found during inspection — escalated
LOG-16764,AC-0083,TECH-0107,Hydraulic System Repair,complete,5616,15.9,2022-01-02,6,Replaced worn components — within tolerance
LOG-16765,AC-0009,TECH-0096,Landing Gear Service,complete,4583,9.7,2022-01-02,0,Part ordered — awaiting delivery
LOG-16766,AC-0078,TECH-0184,Hydraulic System Repair,failed,9976,57.3,2022-01-02,1,
LOG-16767,AC-0124,TECH-0089,Avionics Check,in_progress,10139,12.5,2022-01-02,9,All systems nominal post-maintenance
LOG-16768,AC-0146,TECH-0052,Landing Gear Service,pending,11515,2.6,2022-01-02,9,
LOG-16769,AC-0042,TECH-0071,Tire & Brake Replacement,complete,1237,2.4,2022-01-02,10,
LOG-16770,AC-0041,TECH-0020,Structural Inspection,pending,4388,7.1,2022-01-02,2,All systems nominal post-maintenance
LOG-16771,AC-0089,TECH-0157,Hydraulic System Repair,complete,10474,15.5,2022-01-02,9,Emergency repair required — grounded aircraft
LOG-16772,AC-0077,TECH-0083,Software Update,complete,2993,13.6,2022-01-02,6,
LOG-16773,AC-0054,TECH-0178,Landing Gear Service,failed,9777,16.6,2022-01-02,9,
LOG-16774,AC-0097,TECH-0119,Tire & Brake Replacement,complete,4469,2.7,2022-01-03,2,Emergency repair required — grounded aircraft
LOG-16775,AC-0098,TECH-0118,Software Update,complete,1377,14.6,2022-01-03,2,Issue found during inspection — escalated
LOG-16776,AC-0056,TECH-0143,Avionics Check,complete,10570,3.0,2022-01-03,9,Replaced worn components — within tolerance
LOG-16777,AC-0100,TECH-0159,Engine Inspection,complete,23431,11.7,2022-01-03,9,
LOG-16778,AC-0145,TECH-0013,Software Update,failed,1955,57.9,2022-01-03,10,Routine check completed successfully
LOG-16779,AC-0010,TECH-0056,Landing Gear Service,complete,10060,7.6,2022-01-03,8,
LOG-16780,AC-0044,TECH-0019,Structural Inspection,failed,6887,41.5,2022-01-03,0,All systems nominal post-maintenance
LOG-16781,AC-0130,TECH-0070,Engine Inspection,pending,20001,5.1,2022-01-03,9,
LOG-16782,AC-0142,TECH-0156,Hydraulic System Repair,complete,5893,11.7,2022-01-03,11,All systems nominal post-maintenance
LOG-16783,AC-0130,TECH-0150,Landing Gear Service,complete,8707,3.7,2022-01-03,4,Replaced worn components — within tolerance
LOG-16784,AC-0019,TECH-0156,Tire & Brake Replacement,complete,2642,7.1,2022-01-03,3,Emergency repair required — grounded aircraft
LOG-16785,AC-0080,TECH-0080,Tire & Brake Replacement,complete,1843,7.9,2022-01-03,9,
LOG-16786,AC-0089,TECH-0114,Software Update,complete,778,12.5,2022-01-03,9,Emergency repair required — grounded aircraft
LOG-16787,AC-0001,TECH-0033,Tire & Brake Replacement,complete,1663,13.8,2022-01-03,6,
LOG-16788,AC-0130,TECH-0114,Hydraulic System Repair,complete,14576,11.9,2022-01-03,8,Issue found during inspection — escalated
LOG-16789,AC-0027,TECH-0173,Tire & Brake Replacement,complete,3454,3.1,2022-01-03,8,Issue found during inspection — escalated
LOG-16790,AC-0002,TECH-0176,Engine Inspection,pending,14648,7.9,2022-01-03,2,Routine check completed successfully
LOG-16791,AC-0138,TECH-0115,Avionics Check,complete,11204,12.6,2022-01-03,8,
LOG-16792,AC-0019,TECH-0063,Structural Inspection,in_progress,8428,6.8,2022-01-03,7,
LOG-16793,AC-0141,TECH-0026,Landing Gear Service,complete,10780,7.3,2022-01-03,5,
LOG-16794,AC-0114,TECH-0087,Engine Inspection,complete,13774,13.3,2022-01-03,1,Emergency repair required — grounded aircraft
LOG-16795,AC-0056,TECH-0001,Fuel System Check,complete,3257,6.2,2022-01-03,4,Replaced worn components — within tolerance
LOG-16796,AC-0095,TECH-0190,Engine Inspection,pending,14605,3.4,2022-01-03,9,Scheduled maintenance — no anomalies
